Date,Timestamp,Ticker,Underlying,Mimbol,LTP,LTQ,BuyPrice,BuyQty,SellPrice,SellQty,OpenInterest,ExpiryDate,StrikePrice,OptionsType,DTE,ExpiryCycle
2025-06-26,2025-06-26 09:15:01,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1468.9,41067,1468.8,68,1469.1,40,,,,,,
2025-06-26,2025-06-26 09:15:10,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467,18600,1468.5,37,1468.6,11,,,,,,
2025-06-26,2025-06-26 09:15:21,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1468,25115,1467.8,1370,1468,554,,,,,,
2025-06-26,2025-06-26 09:15:39,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.8,14126,1467.3,1110,1467.8,60,,,,,,
2025-06-26,2025-06-26 09:15:56,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1466.3,15304,1466.6,878,1467,139,,,,,,
2025-06-26,2025-06-26 09:16:01,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.5,17942,1467.4,420,1467.7,49,,,,,,
2025-06-26,2025-06-26 09:16:02,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1468.3,8770,1468.4,14,1468.8,2,,,,,,
2025-06-26,2025-06-26 09:16:03,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1468.5,1546,1468.4,3,1468.8,24,,,,,,
2025-06-26,2025-06-26 09:16:04,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1469.2,4760,1469,305,1469.2,135,,,,,,
2025-06-26,2025-06-26 09:16:05,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1469.2,1136,1468.7,78,1469.2,628,,,,,,
2025-06-26,2025-06-26 09:16:06,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1469.2,366,1468.7,87,1469.2,125,,,,,,
2025-06-26,2025-06-26 09:16:07,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1469.2,121,1468.7,16,1469.2,895,,,,,,
2025-06-26,2025-06-26 09:16:08,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1468,384,1468,14,1468.5,512,,,,,,
2025-06-26,2025-06-26 09:16:09,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1468,456,1467.8,34,1468.2,248,,,,,,
2025-06-26,2025-06-26 09:16:10,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1468,41,1467.8,7,1468.2,600,,,,,,
2025-06-26,2025-06-26 09:16:11,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.5,563,1467.5,297,1468.1,722,,,,,,
2025-06-26,2025-06-26 09:16:12,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1468.1,405,1467.6,186,1468.1,427,,,,,,
2025-06-26,2025-06-26 09:16:13,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.9,678,1467.7,66,1467.9,648,,,,,,
2025-06-26,2025-06-26 09:16:14,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.9,660,1467.8,997,1467.9,118,,,,,,
2025-06-26,2025-06-26 09:16:15,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.8,1200,1467.7,14,1467.9,2463,,,,,,
2025-06-26,2025-06-26 09:16:16,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.9,358,1467.7,14,1467.9,2622,,,,,,
2025-06-26,2025-06-26 09:16:17,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.9,25,1467.7,62,1467.9,2894,,,,,,
2025-06-26,2025-06-26 09:16:18,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.9,17,1467.7,12,1467.9,3686,,,,,,
2025-06-26,2025-06-26 09:16:19,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.5,465,1467.5,17,1467.9,3785,,,,,,
2025-06-26,2025-06-26 09:16:20,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.7,51,1467.5,22,1467.7,69,,,,,,
2025-06-26,2025-06-26 09:16:21,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.5,8311,1467.5,10,1467.9,76,,,,,,
2025-06-26,2025-06-26 09:16:22,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1468,2689,1467.5,15,1467.7,9,,,,,,
2025-06-26,2025-06-26 09:16:23,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.4,116,1467.4,139,1467.7,9,,,,,,
2025-06-26,2025-06-26 09:16:24,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.7,169,1467.4,25,1467.7,398,,,,,,
2025-06-26,2025-06-26 09:16:25,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.7,27,1467.4,43,1467.7,639,,,,,,
2025-06-26,2025-06-26 09:16:26,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.4,150,1467.5,5,1467.7,704,,,,,,
2025-06-26,2025-06-26 09:16:27,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.7,775,1467.5,57,1467.7,375,,,,,,
2025-06-26,2025-06-26 09:16:28,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.6,1828,1467.3,110,1467.6,67,,,,,,
2025-06-26,2025-06-26 09:16:29,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.4,67,1467.3,4,1467.4,554,,,,,,
2025-06-26,2025-06-26 09:16:30,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.4,17,1467.3,4,1467.4,537,,,,,,
2025-06-26,2025-06-26 09:16:31,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.4,537,1467.3,4,1467.6,336,,,,,,
2025-06-26,2025-06-26 09:16:32,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.3,1319,1467.1,169,1467.4,148,,,,,,
2025-06-26,2025-06-26 09:16:33,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.5,100,1467.1,183,1467.5,144,,,,,,
2025-06-26,2025-06-26 09:16:34,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.5,36,1467.1,183,1467.5,940,,,,,,
2025-06-26,2025-06-26 09:16:35,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.1,123,1467.1,91,1467.5,909,,,,,,
2025-06-26,2025-06-26 09:16:36,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.5,79,1467.3,1,1467.5,830,,,,,,
2025-06-26,2025-06-26 09:16:37,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.2,20,1467.2,51,1467.5,943,,,,,,
2025-06-26,2025-06-26 09:16:38,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.2,155,1467.2,55,1467.5,933,,,,,,
2025-06-26,2025-06-26 09:16:39,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.5,664,1467,2628,1467.5,1037,,,,,,
2025-06-26,2025-06-26 09:16:40,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.5,71,1467.2,68,1467.5,866,,,,,,
2025-06-26,2025-06-26 09:16:41,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.5,110,1467,2946,1467.5,756,,,,,,
2025-06-26,2025-06-26 09:16:42,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.5,25,1467.1,115,1467.5,731,,,,,,
2025-06-26,2025-06-26 09:16:43,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.2,8757,1467.1,268,1467.5,30,,,,,,
2025-06-26,2025-06-26 09:16:44,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.9,326,1467.2,588,1467.7,60,,,,,,
2025-06-26,2025-06-26 09:16:45,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.3,134,1467.2,95,1467.6,374,,,,,,
2025-06-26,2025-06-26 09:16:46,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.6,1000,1467.1,36,1467.6,1068,,,,,,
2025-06-26,2025-06-26 09:16:47,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.2,2996,1466.9,950,1467.2,50,,,,,,
2025-06-26,2025-06-26 09:16:48,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1467.3,106,1466.9,1750,1467.3,240,,,,,,
