Date,Timestamp,Ticker,Underlying,Mimbol,LTP,LTQ,BuyPrice,BuyQty,SellPrice,SellQty,OpenInterest,ExpiryDate,StrikePrice,OptionsType,DTE,ExpiryCycle
2025-05-29,2025-05-29 09:15:01,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1412,141397,1414.5,38,1415.7,1000,,,,,,
2025-05-29,2025-05-29 09:15:02,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1413.9,6539,1413,1050,1414.2,708,,,,,,
2025-05-29,2025-05-29 09:15:03,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1413.9,6797,1413.2,65,1413.9,72,,,,,,
2025-05-29,2025-05-29 09:15:04,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1413.9,7230,1413.3,95,1413.9,1000,,,,,,
2025-05-29,2025-05-29 09:15:05,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1413.9,9462,1413.1,167,1413.9,440,,,,,,
2025-05-29,2025-05-29 09:15:06,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1413.1,5025,1413,1384,1413.8,210,,,,,,
2025-05-29,2025-05-29 09:15:07,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1413.1,3949,1413,201,1413.7,177,,,,,,
2025-05-29,2025-05-29 09:15:08,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1413.6,1666,1413,143,1413.6,500,,,,,,
2025-05-29,2025-05-29 09:15:09,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1412.8,3918,1412.8,624,1413.4,500,,,,,,
2025-05-29,2025-05-29 09:15:10,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1413.4,2044,1413,3,1413.4,1303,,,,,,
2025-05-29,2025-05-29 09:15:11,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1413,4201,1413,175,1413.3,226,,,,,,
2025-05-29,2025-05-29 09:15:12,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1413.3,16503,1413.3,210,1413.9,56,,,,,,
2025-05-29,2025-05-29 09:15:13,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1413.6,7377,1413.6,209,1413.9,13,,,,,,
2025-05-29,2025-05-29 09:15:14,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1413.9,9786,1413.5,57,1413.9,200,,,,,,
2025-05-29,2025-05-29 09:15:15,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1413,3774,1413,189,1413.8,18,,,,,,
2025-05-29,2025-05-29 09:15:16,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1413.9,3172,1413.4,685,1413.9,365,,,,,,
2025-05-29,2025-05-29 09:15:17,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1413.5,8744,1412.7,2,1412.9,16,,,,,,
2025-05-29,2025-05-29 09:15:18,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1413.5,4872,1412.7,94,1413.5,16,,,,,,
2025-05-29,2025-05-29 09:15:19,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1413.5,3284,1412.8,56,1413.5,625,,,,,,
2025-05-29,2025-05-29 09:15:20,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1413.7,3229,1413.2,176,1413.7,101,,,,,,
2025-05-29,2025-05-29 09:15:21,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1414,11319,1414,154,1414.1,908,,,,,,
2025-05-29,2025-05-29 09:15:22,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1414,8442,1414.2,244,1415,202,,,,,,
2025-05-29,2025-05-29 09:15:23,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1414.5,2239,1415,123,1415.1,137,,,,,,
2025-05-29,2025-05-29 09:15:24,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1415.7,5581,1414.9,401,1415.4,1147,,,,,,
2025-05-29,2025-05-29 09:15:25,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1415.4,9045,1415.2,175,1415.4,1145,,,,,,
2025-05-29,2025-05-29 09:15:26,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1415.2,6895,1415.3,128,1415.7,3,,,,,,
2025-05-29,2025-05-29 09:15:27,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1415.8,1565,1415.3,301,1415.8,681,,,,,,
2025-05-29,2025-05-29 09:15:28,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1415.7,2449,1415.3,112,1415.7,258,,,,,,
2025-05-29,2025-05-29 09:15:29,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1415.7,2058,1415.6,224,1415.7,126,,,,,,
2025-05-29,2025-05-29 09:15:30,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1417.8,6008,1416.5,173,1416.9,23,,,,,,
2025-05-29,2025-05-29 09:15:31,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1416.5,1298,1416.9,112,1417.2,3,,,,,,
2025-05-29,2025-05-29 09:15:32,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.4,9775,1417.1,184,1417.3,47,,,,,,
2025-05-29,2025-05-29 09:15:33,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1416.9,9398,1417,124,1417.7,115,,,,,,
2025-05-29,2025-05-29 09:15:34,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1417.7,1723,1417.2,121,1417.8,248,,,,,,
2025-05-29,2025-05-29 09:15:35,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.2,1011,1417.9,57,1418.7,612,,,,,,
2025-05-29,2025-05-29 09:15:36,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.7,2327,1418,372,1418.1,98,,,,,,
2025-05-29,2025-05-29 09:15:37,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418,2381,1418,463,1418.1,45,,,,,,
2025-05-29,2025-05-29 09:15:38,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.4,782,1418.1,647,1418.6,172,,,,,,
2025-05-29,2025-05-29 09:15:39,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.6,1950,1418.1,268,1418.6,52,,,,,,
2025-05-29,2025-05-29 09:15:40,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.7,1366,1418.2,223,1418.7,109,,,,,,
2025-05-29,2025-05-29 09:15:41,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.7,1879,1418.1,415,1418.7,122,,,,,,
2025-05-29,2025-05-29 09:15:42,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.5,1344,1418.3,64,1418.5,29,,,,,,
2025-05-29,2025-05-29 09:15:43,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.7,1560,1418.4,59,1418.7,56,,,,,,
2025-05-29,2025-05-29 09:15:44,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.5,502,1418.5,139,1418.7,33,,,,,,
2025-05-29,2025-05-29 09:15:45,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.8,1180,1418.4,64,1418.8,418,,,,,,
2025-05-29,2025-05-29 09:15:46,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.4,301,1418.3,329,1418.7,2,,,,,,
2025-05-29,2025-05-29 09:15:47,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.5,1664,1418.4,33,1418.7,121,,,,,,
2025-05-29,2025-05-29 09:15:48,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.2,3687,1417.7,100,1418.2,79,,,,,,
2025-05-29,2025-05-29 09:15:49,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1417.7,1042,1417.8,501,1418.2,11,,,,,,
2025-05-29,2025-05-29 09:15:50,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.1,1132,1417.8,163,1418.1,35,,,,,,
2025-05-29,2025-05-29 09:15:51,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1417.7,1535,1418,51,1418.2,37,,,,,,
2025-05-29,2025-05-29 09:15:52,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.3,1347,1418,20,1418.4,685,,,,,,
2025-05-29,2025-05-29 09:15:53,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1417.9,639,1417.9,97,1418.4,606,,,,,,
2025-05-29,2025-05-29 09:15:54,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.1,662,1418.1,103,1418.4,695,,,,,,
2025-05-29,2025-05-29 09:15:55,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1417.4,3285,1417.6,196,1418.2,130,,,,,,
2025-05-29,2025-05-29 09:15:56,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.5,215,1418.3,224,1418.5,4949,,,,,,
2025-05-29,2025-05-29 09:15:57,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418,730,1418,119,1418.5,5577,,,,,,
2025-05-29,2025-05-29 09:15:58,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1417.8,3306,1417.8,56,1418.5,4465,,,,,,
2025-05-29,2025-05-29 09:15:59,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.5,329,1418.4,235,1418.5,4353,,,,,,
2025-05-29,2025-05-29 09:16:00,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.4,2111,1418.4,158,1418.5,2935,,,,,,
2025-05-29,2025-05-29 09:16:01,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.5,4582,1418.4,286,1418.6,800,,,,,,
2025-05-29,2025-05-29 09:16:02,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.5,1653,1418.5,483,1418.7,324,,,,,,
2025-05-29,2025-05-29 09:16:03,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.6,443,1418.6,125,1418.8,815,,,,,,
2025-05-29,2025-05-29 09:16:04,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.8,1542,1418.7,29,1418.8,503,,,,,,
2025-05-29,2025-05-29 09:16:05,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.6,1837,1418.5,712,1418.8,1102,,,,,,
2025-05-29,2025-05-29 09:16:06,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.8,1247,1418.6,116,1418.8,721,,,,,,
2025-05-29,2025-05-29 09:16:08,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.6,2140,1418.6,121,1418.8,426,,,,,,
2025-05-29,2025-05-29 09:16:09,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.8,282,1418.6,121,1418.8,434,,,,,,
2025-05-29,2025-05-29 09:16:10,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.7,668,1418.7,121,1418.8,402,,,,,,
2025-05-29,2025-05-29 09:16:11,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.7,271,1418.7,9,1418.8,358,,,,,,
2025-05-29,2025-05-29 09:16:12,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.8,339,1418.6,591,1418.8,636,,,,,,
2025-05-29,2025-05-29 09:16:13,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.8,1397,1418.6,641,1418.8,681,,,,,,
2025-05-29,2025-05-29 09:16:14,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.8,1124,1418.7,42,1418.8,380,,,,,,
2025-05-29,2025-05-29 09:16:15,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.8,504,1418.7,355,1418.8,762,,,,,,
2025-05-29,2025-05-29 09:16:16,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.9,4963,1418.7,377,1418.9,234,,,,,,
2025-05-29,2025-05-29 09:16:17,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.9,571,1418.8,20,1418.9,260,,,,,,
2025-05-29,2025-05-29 09:16:19,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.7,6025,1419.1,121,1419.6,145,,,,,,
2025-05-29,2025-05-29 09:16:20,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.8,1266,1419.1,442,1419.7,402,,,,,,
2025-05-29,2025-05-29 09:16:21,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.9,2640,1418.9,509,1419.3,142,,,,,,
2025-05-29,2025-05-29 09:16:22,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.7,410,1419.4,92,1419.7,96,,,,,,
2025-05-29,2025-05-29 09:16:23,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.2,2066,1418.9,442,1419.3,390,,,,,,
2025-05-29,2025-05-29 09:16:24,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.5,829,1419.2,62,1419.6,392,,,,,,
2025-05-29,2025-05-29 09:16:25,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.8,1512,1419.2,25,1419.5,389,,,,,,
2025-05-29,2025-05-29 09:16:26,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.4,1923,1419.2,141,1419.6,397,,,,,,
2025-05-29,2025-05-29 09:16:27,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.6,143,1419.3,141,1419.6,5,,,,,,
2025-05-29,2025-05-29 09:16:28,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.2,747,1419.2,152,1419.6,400,,,,,,
2025-05-29,2025-05-29 09:16:29,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.1,1778,1419,332,1419.6,103,,,,,,
2025-05-29,2025-05-29 09:16:30,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.3,212,1419.3,42,1419.7,545,,,,,,
2025-05-29,2025-05-29 09:16:31,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.3,115,1419.3,56,1419.7,890,,,,,,
2025-05-29,2025-05-29 09:16:33,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.7,252,1419.4,113,1419.7,654,,,,,,
2025-05-29,2025-05-29 09:16:34,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.7,812,1419.3,36,1419.7,879,,,,,,
2025-05-29,2025-05-29 09:16:35,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.7,273,1419.2,828,1419.7,1152,,,,,,
2025-05-29,2025-05-29 09:16:36,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.3,510,1419.3,2,1419.7,1025,,,,,,
2025-05-29,2025-05-29 09:16:37,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.6,3241,1418.6,618,1419.2,118,,,,,,
2025-05-29,2025-05-29 09:16:38,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.2,939,1418.7,3,1419.2,1198,,,,,,
2025-05-29,2025-05-29 09:16:39,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.5,1997,1419.1,100,1419.5,25,,,,,,
2025-05-29,2025-05-29 09:16:40,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.6,1600,1419.1,29,1419.6,458,,,,,,
2025-05-29,2025-05-29 09:16:41,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.4,346,1419.4,28,1419.6,975,,,,,,
2025-05-29,2025-05-29 09:16:42,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.5,835,1419.1,55,1419.5,358,,,,,,
2025-05-29,2025-05-29 09:16:43,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.6,92,1419.1,908,1419.6,450,,,,,,
2025-05-29,2025-05-29 09:16:45,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.2,251,1419.2,189,1419.6,101,,,,,,
2025-05-29,2025-05-29 09:16:46,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.3,110,1419.5,250,1419.6,329,,,,,,
2025-05-29,2025-05-29 09:16:47,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.6,221,1419.5,250,1419.6,108,,,,,,
2025-05-29,2025-05-29 09:16:48,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.7,1439,1419.5,559,1419.7,367,,,,,,
2025-05-29,2025-05-29 09:16:49,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.7,859,1419.5,71,1419.7,316,,,,,,
2025-05-29,2025-05-29 09:16:50,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.5,20,1419.5,126,1419.7,306,,,,,,
2025-05-29,2025-05-29 09:16:51,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.7,105,1419.6,75,1419.7,251,,,,,,
2025-05-29,2025-05-29 09:16:52,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.1,5964,1419.5,12,1419.6,127,,,,,,
2025-05-29,2025-05-29 09:16:53,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419,2361,1419,494,1419.4,176,,,,,,
2025-05-29,2025-05-29 09:16:54,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.4,48,1419.1,3,1419.4,3,,,,,,
2025-05-29,2025-05-29 09:16:55,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.5,16,1419.1,652,1419.5,273,,,,,,
2025-05-29,2025-05-29 09:16:57,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.4,788,1419.1,651,1419.4,281,,,,,,
2025-05-29,2025-05-29 09:16:58,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.3,283,1419.3,100,1419.4,281,,,,,,
2025-05-29,2025-05-29 09:16:59,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.3,252,1419.3,100,1419.4,343,,,,,,
2025-05-29,2025-05-29 09:17:00,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.4,514,1419.2,242,1419.4,152,,,,,,
2025-05-29,2025-05-29 09:17:01,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.6,824,1419.2,753,1419.6,728,,,,,,
2025-05-29,2025-05-29 09:17:02,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.1,3028,1419.2,12,1419.6,244,,,,,,
2025-05-29,2025-05-29 09:17:03,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.6,139,1419.2,12,1419.4,18,,,,,,
2025-05-29,2025-05-29 09:17:04,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.1,655,1419.2,47,1419.4,18,,,,,,
2025-05-29,2025-05-29 09:17:05,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.2,1617,1419.2,33,1419.7,770,,,,,,
2025-05-29,2025-05-29 09:17:06,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419,1445,1419,298,1419.4,127,,,,,,
2025-05-29,2025-05-29 09:17:07,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.1,918,1419,283,1419.5,294,,,,,,
2025-05-29,2025-05-29 09:17:08,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.1,1147,1418.9,245,1419.1,106,,,,,,
2025-05-29,2025-05-29 09:17:09,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.1,433,1419.1,110,1419.3,124,,,,,,
2025-05-29,2025-05-29 09:17:11,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.3,135,1419.2,29,1419.3,321,,,,,,
2025-05-29,2025-05-29 09:17:12,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.1,1323,1418.8,252,1419.3,127,,,,,,
2025-05-29,2025-05-29 09:17:13,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.2,263,1419.1,50,1419.2,439,,,,,,
2025-05-29,2025-05-29 09:17:14,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.1,226,1419.1,37,1419.2,437,,,,,,
2025-05-29,2025-05-29 09:17:15,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.1,260,1419,510,1419.2,442,,,,,,
2025-05-29,2025-05-29 09:17:16,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.9,2718,1418.9,58,1419.1,267,,,,,,
2025-05-29,2025-05-29 09:17:17,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.1,1501,1419,100,1419.1,115,,,,,,
2025-05-29,2025-05-29 09:17:18,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.1,601,1418.9,303,1419.1,206,,,,,,
2025-05-29,2025-05-29 09:17:19,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.1,773,1418.9,20,1419.1,450,,,,,,
2025-05-29,2025-05-29 09:17:20,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1419.1,926,1418.9,3,1419,2,,,,,,
2025-05-29,2025-05-29 09:17:22,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.7,1305,1418.4,410,1418.7,545,,,,,,
2025-05-29,2025-05-29 09:17:23,RELIANCE.NSE,RELIANCE,NSE_RELIANCE_EQ,1418.6,1412,1418.4,95,1418.6,295,,,,,,
